komentar,timestamp,sentiment
bahaya jg bagi org.. yg sesuatu😁,2025-03-20 21:05:32+00:00,netral
"kalo memang atasan bisa bersih beneran mah bagus ,tapi emng bisa bersih beneran?saya 2001 tentu belum lahir pas orde baru .tapi ya entah gimana nanti ,intinya butuh loker dulu sih",2025-03-20 20:54:05+00:00,negatif
ayo pindah yuk,2025-03-20 18:34:21+00:00,netral
"guys, kalaupun kalian punya kesempatan pindah keluar negeri, tolong hati²,jngan mau kalau tujuannya kamboja, thailand,myanmar. banyak penjualan orang disana, di thailand kemarin artis cina jadi korban",2025-03-20 18:22:31+00:00,negatif
"disaat orang lain ributin RUU TNI yg katanya dwifungsi, nyatanya damkar semakin kesini semakin multifungsi
#semangatparadamkar",2025-03-20 16:41:46+00:00,negatif
"takut banget sama indo, ak blum ngerasain sma ples😔",2025-03-20 14:44:18+00:00,negatif
wait? hilang? kayak Laut Bercerita?😭,2025-03-20 14:34:46+00:00,negatif
era Soeharto back kah? 💀,2025-03-20 13:41:52+00:00,negatif
lekas pulih indonesia🥺,2025-03-20 13:33:56+00:00,negatif
laut bercerita comeback..?,2025-03-20 13:31:40+00:00,negatif
"akun gw kena pelanggaran bjir, masih bisa komen g ya?",2025-03-20 12:45:03+00:00,negatif
"kirain ganti presiden baru, Indonesia lebih maju nyatanya beda😳😳",2025-03-20 12:35:30+00:00,netral
pada buka X deh disana banyak jelasin biar gak pada tutup mata,2025-03-20 12:03:19+00:00,negatif
5 bulan tapi tiap hari berita buruk,2025-03-20 11:56:39+00:00,negatif
"""dewan perwakilan rakyat"" rakyat mana yg di dengar?",2025-03-20 11:33:18+00:00,negatif
ya Allah kenapa aku terlahir jdi WNI 😭,2025-03-20 06:49:13+00:00,positif
DPR kocakk,2025-03-20 06:44:28+00:00,netral
warga korut: hai sobat baru...,2025-03-19 22:08:15+00:00,negatif
kalo di zaman sekarang ya kaya MYANMAR sekarang,2025-03-18 21:28:08+00:00,positif
"hemm... 🤔
kayaknya ini tiap pulau bakal jadi negara sendiri² klo kaya gini🗿",2025-03-18 20:55:55+00:00,netral
NEGARA APA SIH INI ANJJ,2025-03-18 19:34:11+00:00,positif
PAGAR LAUT DIBUNGKAM GAS LANGKA KORUPSI 1000T DI BUNGKAM RUU TNI.,2025-03-18 19:11:13+00:00,negatif
banyak bgt buzzernya pemerintah😂,2025-03-18 17:45:35+00:00,netral
"S sdh tahap pasrah mi sm ini negara, smga ada kesempatan dan rejekiku nnti spya bisa pindah negara🫠",2025-03-18 09:37:10+00:00,negatif
menuju Indonesia kacau😬,2025-03-18 09:12:31+00:00,positif
"pas pilpres temen gua milih Prabowo karena pengen ngerasain zaman Soeharto,dan sekarang mungkin beneran terjadi 🗿",2025-03-18 07:58:00+00:00,negatif
negara lain udah mikirin buat kebulan sedangkan di konoha masih revisian🤣🤣,2025-03-18 07:53:44+00:00,negatif
jir lama lama kayak korut,2025-03-18 07:49:33+00:00,negatif
🥰🥰🥰,2025-03-31 06:55:59+00:00,positif
😭😭😭,2025-03-27 05:35:51+00:00,positif
😂,2025-03-27 04:37:32+00:00,positif
😳,2025-03-27 04:35:55+00:00,positif
😁,2025-03-31 04:11:16+00:00,positif
💀,2025-04-13 03:29:29+00:00,positif
😭,2025-03-27 02:33:25+00:00,positif
@alaraaa,2025-03-26 23:58:34+00:00,netral
😳,2025-03-26 23:53:46+00:00,positif
😂,2025-04-05 02:58:47+00:00,positif
@nana ini,2025-03-30 22:09:21+00:00,positif
🥰,2025-03-26 23:30:27+00:00,positif
😂,2025-04-20 15:52:51+00:00,positif
😁,2025-03-26 22:33:14+00:00,positif
🤣,2025-03-26 21:47:46+00:00,positif
😁,2025-03-26 21:41:47+00:00,positif
🥰,2025-04-04 19:55:37+00:00,positif
🗿,2025-03-30 12:54:41+00:00,positif
🥰,2025-03-26 20:44:54+00:00,positif
😂😂😂,2025-04-05 04:18:27+00:00,positif
😭,2025-04-04 15:00:45+00:00,positif
🥺,2025-03-26 19:35:07+00:00,positif
😂,2025-03-26 19:02:43+00:00,positif
😂,2025-03-25 19:21:12+00:00,positif
🔥,2025-03-26 17:08:57+00:00,positif
😂,2025-03-26 16:59:04+00:00,positif
😂,2025-03-26 16:18:54+00:00,positif
😌,2025-03-26 16:18:35+00:00,positif
😅,2025-04-12 13:24:38+00:00,positif
🙏🏻,2025-03-25 08:38:06+00:00,positif
🥺,2025-03-25 20:21:04+00:00,positif
🤣,2025-03-27 02:06:01+00:00,positif
😭,2025-04-20 08:01:13+00:00,positif
😁,2025-03-27 13:08:14+00:00,positif
😄😄😄,2025-03-30 13:45:05+00:00,positif
😁,2025-03-27 13:42:38+00:00,positif
🥰,2025-03-30 08:21:35+00:00,positif
😏,2025-04-01 01:37:48+00:00,positif
💀,2025-03-26 20:40:53+00:00,positif
🔥,2025-03-27 20:33:35+00:00,positif
@berlianyunus,2025-03-26 02:42:02+00:00,positif
😂,2025-03-27 21:28:57+00:00,positif
🥰,2025-04-01 11:10:54+00:00,positif
😒,2025-03-28 00:01:43+00:00,positif
😁,2025-04-07 07:24:26+00:00,positif
💃,2025-04-07 21:57:31+00:00,positif
☺,2025-04-08 12:43:54+00:00,positif
❣️,2025-03-25 08:38:05+00:00,positif
🗿,2025-03-25 09:20:31+00:00,positif
@partaigerindra woy gerinda ini apa²an dah,2025-03-25 09:48:32+00:00,negatif
😁,2025-03-25 10:43:17+00:00,positif
dijajah oleh negeri sendiri,2025-03-21 00:24:38+00:00,positif
Mau nyesel jadi WNI tapi udah takdir 😭😭,2025-03-20 23:56:08+00:00,netral
HELL NAWH DAH DI SAH KAN💀,2025-03-20 23:09:28+00:00,negatif
"gw mau belajar dengan giat gw mau pergi dari negara iniiiii, ayo kita sama sama belajar dengan giat🔥🔥🔥🔥",2025-03-20 22:41:36+00:00,negatif
Allah ga tidur🥰,2025-03-20 22:11:51+00:00,positif
IH UDH GA NGERTI BGT SMA NI NEGARAA,2025-03-20 21:43:05+00:00,negatif
katanya demokrasi....,2025-03-20 21:29:34+00:00,negatif
ini kita hidupnya zaman mundur ya?,2025-03-20 21:21:24+00:00,negatif
lebih tepatnya warga sipil bakal banyak jadi pengangguran,2025-03-20 21:10:35+00:00,negatif
Jadi bingung mau beli baju lebaran apa vest anti peluru,2025-03-20 20:20:12+00:00,negatif
DPR ANJ,2025-03-20 19:02:18+00:00,netral
Ya Allah kasi jalan untuk kami pindah negara,2025-03-20 15:59:01+00:00,negatif
lama2 kayak di korut nih,2025-03-20 15:07:51+00:00,negatif
ah tau gitu kemarin gw co baju anti peluru bukan gamis😭,2025-03-20 14:49:57+00:00,negatif
sebenernya negara apasih ini?,2025-03-20 13:47:34+00:00,negatif
makin yakin sama keputusan pindah warga negara,2025-03-20 12:30:12+00:00,negatif
kek korut anjr,2025-03-20 12:20:21+00:00,positif
jdi kita percaya kepada siapa,2025-03-20 11:46:16+00:00,positif
pengen pindah gaada duid anj😭🙏,2025-03-20 11:20:54+00:00,negatif
inilah tujuan utama si wowo jadi presiden..,2025-03-20 08:27:08+00:00,positif
udah sah🥀,2025-03-20 07:07:45+00:00,negatif
jd sila ke 4 buat apaan?,2025-03-20 05:46:51+00:00,negatif
mereka mau ngesahin biar mereka terlindungi 😹,2025-03-18 13:44:42+00:00,negatif
berarti dah kayak ideologi fasisme me aja bukan Pancasila,2025-03-18 07:01:56+00:00,negatif
😅😅😅,2025-03-25 17:11:48+00:00,positif
😂,2025-03-25 10:53:09+00:00,positif
🙏,2025-03-25 19:38:47+00:00,positif
😳,2025-03-25 22:07:48+00:00,positif
😁,2025-04-03 10:43:44+00:00,positif
😂,2025-04-03 11:23:02+00:00,positif
✨✨✨,2025-03-26 15:45:02+00:00,positif
kenapa gak ada yang demo,2025-03-18 09:56:51+00:00,negatif
"bang plis liat postingan instagram @kodam.udayana, dia membela dan membenarkan RUU TNI",2025-03-18 09:45:30+00:00,negatif
udah sulit cari kerja sulit juga buat bersuara😢,2025-03-18 09:24:28+00:00,negatif
bg bahas 3 polri yg di t*mbk TNI,2025-03-18 09:07:43+00:00,negatif
Welcome Oke Gas @Hafizabdul10969 @anjasprasetyan @Minefields @u c u l l @elcontole.⋆✮ @Alfarisi,2025-03-18 08:45:04+00:00,positif
#Tolak Revisi UU TNI,2025-03-18 08:28:04+00:00,positif
plusnya ada petrus wkwkwk,2025-03-18 07:59:47+00:00,netral
"lu bayangin aja rapat tertutup , mengesahkan RUU TNI, apa tidak korupsi semua tuh orng",2025-03-18 07:56:42+00:00,negatif
biar gw aja sini jadi anggota dpr biar bener,2025-03-18 06:55:41+00:00,netral
"Kejadian yg dilakukan oleh TNI di 2 Bulan ini :
1. Penembakan BOS RENTAL MOBIL
2. Penembakan PERAWAT di aceh
3. Penembakan BOS SHOWROOM mobil di aceh
4. Penembakan 3 POLISI di Lampung
Belum juga di sahkan ruutni eeh udah dikasih simulasi 😂😂
#TOLAKRUUTNI",2025-03-18 06:42:32+00:00,negatif
udah gue parodiin kasus nya.,2025-03-18 06:15:36+00:00,netral
Si proro gak nolak kah??,2025-03-18 05:58:12+00:00,negatif
bang bahas drone dilarang terbang di bromo bang 🤣🤣🤣🤣. siapa yg nemuin pertama kali?,2025-03-18 05:52:24+00:00,negatif
RUU TNI BAHAYA!,2025-03-18 05:48:07+00:00,negatif
Jadi bener bener serius belajar bahasa Jepang biar bisa #kaburajadulu 😌,2025-03-18 05:44:49+00:00,netral
@505 @23 @rifardiii,2025-03-25 09:26:37+00:00,negatif
"nolak dalam bentuk demo di pukvli
nolak lewat sosmed di anch4m
nolak lewat kabur ke luar negri di tanyain rasa nasionalis🥺",2025-03-25 05:41:23+00:00,negatif
takut bakal ada “petrus”lagi💀,2025-03-24 22:06:35+00:00,negatif
list yg mau ke Jepang,2025-03-24 20:43:41+00:00,negatif
"pak prabowo lagi di ancam guys
malah ada ruu tni di sahkan gawat rencana jahat apalagi ini
indonesia siap boyaah",2025-03-24 19:33:54+00:00,negatif
era soeharto akan dirasakan lagi oleh rakyat indo,2025-03-24 15:21:03+00:00,positif
#TolakRevisiUUTNI,2025-03-24 12:06:36+00:00,negatif
bang ga ngerti ngejelasin nya cepet amat😭,2025-03-24 11:49:45+00:00,negatif
𝙩𝙞𝙢 𝙩𝙤𝙡𝙖𝙠 𝙍𝙐𝙐 𝙏𝙉𝙄,2025-03-24 10:38:20+00:00,positif
negara apaansih inii....,2025-03-24 08:53:34+00:00,negatif
"easy bro, liat negara myanmar",2025-03-24 05:44:51+00:00,positif
tolak RRU TNI,2025-03-24 02:11:04+00:00,positif
"Indonesia emas❌
indonesia booyah✔️",2025-03-23 23:08:46+00:00,positif
mending sama pak jokowi,2025-03-23 22:18:43+00:00,netral
pantes Susanti sklh di Malaysia,2025-03-23 17:29:41+00:00,negatif
"YAALLAH INI NGERI BGT, BERITANYA BOOM BGT SMPE KE KOREA JUGA 😭😭😭",2025-03-23 17:29:18+00:00,negatif
"#TolakRUUTNI
#TolakRUUKUHP
#PeringatanDarurat
#TolakDwifungsiABRI
#IndonesiaGelap
#RipReformasi98",2025-03-23 15:52:24+00:00,negatif
mulai sekarang kita harus belajar ilmu beladiri ..😁😁😁,2025-03-23 15:31:36+00:00,positif
gini amat masa kecil gw 🗿🗿🗿,2025-03-23 13:04:37+00:00,netral
pak soekarno aja bilang tugas TNI itu melindungi negara gak boleh ada campur tangannya di politik 😔,2025-03-23 12:55:31+00:00,netral
kabur dulu ga sih ke ruwar negri,2025-03-23 12:42:13+00:00,negatif
baju lebaran anti peluru👍👍,2025-03-23 12:32:06+00:00,positif
wallahi we're finished😹,2025-03-23 12:07:24+00:00,positif
Siapa sih yg ngusulin ruu tni?,2025-03-23 11:56:44+00:00,negatif
"alhamdulillah bulan depan gua pengen ke Korea kerja ,sekalian bawa orang tua",2025-03-23 11:48:39+00:00,negatif
ttp ga paham gw😭,2025-03-23 11:20:41+00:00,negatif
"buset lama"" indo jadi korut🗿",2025-03-23 11:19:55+00:00,positif
mahasiswa hamaa masyarakat Indonesia,2025-03-23 10:03:27+00:00,negatif
Indonesian gni amat anjjjj,2025-03-23 06:16:23+00:00,netral
tolak ruu tni,2025-03-23 04:09:34+00:00,positif
masih kagak paham🗿,2025-03-23 03:21:24+00:00,netral
gua netral aja 🗿,2025-03-23 03:09:06+00:00,netral
@seseii:malam Lailatul Qadar kita smua ngadu ke Allah aja yak,2025-03-23 02:38:00+00:00,negatif
skolah bawa tas gitar☠️,2025-03-23 02:03:32+00:00,netral
Jepang pungut aku plicc😔😔,2025-03-23 01:30:32+00:00,negatif
fyp gw sekarang ini terus jirr,2025-03-23 01:13:11+00:00,positif
Yaelah bang bapak gw yang tni aja geleng² liatnya 🙂,2025-03-22 23:19:55+00:00,negatif
pada ga setuju kok tetap sahkan?,2025-03-22 22:57:00+00:00,netral
"emg disuruh sehat di negara yg sakit, sesuai kata masyarakat atau sesuai kemauan sendiri?🗿",2025-03-22 22:38:05+00:00,negatif
saya jadi pengen pergi ke negara lain 🙂,2025-03-22 22:27:31+00:00,positif
tolak RUU TNI 🔥,2025-03-22 21:42:26+00:00,positif
pindah ke jepang yuk?,2025-03-22 21:26:02+00:00,negatif
mending Malaysia😹,2025-03-22 21:20:29+00:00,positif
gue FOMO #tolakRUUTNI,2025-03-22 21:13:35+00:00,negatif
pindah yu,2025-03-22 21:10:11+00:00,negatif
Ruu TNI=hama99×,2025-03-22 20:56:16+00:00,positif
list yang mau pindah negara👇,2025-03-22 20:10:52+00:00,negatif
buat adek adek yg masih sekolah belajar yg rajin ya biar masa depan sukses terus pindah negara,2025-03-22 20:09:53+00:00,positif
pengen pindah negara yang wajar,2025-03-22 18:43:34+00:00,negatif
#TOLAK RUU TNI‼️‼️‼️‼️‼️,2025-03-22 17:15:59+00:00,negatif
"hanya terbatas pada 14 lembaga sipil aja, bagaimana mungkin bisa menciptakan orba ?",2025-03-22 15:40:43+00:00,negatif
didiklah anak sesuai jaman.,2025-03-22 15:20:04+00:00,positif
woilah bapak gw tentara 😭😭,2025-03-22 15:06:39+00:00,positif
@Sanzz itu,2025-03-22 14:47:28+00:00,negatif
yg belum lahir belum ngerasain era dibawah 98.,2025-03-22 14:31:51+00:00,negatif
kami yg kpopers gimana...,2025-03-22 14:29:21+00:00,positif
tolak plis bapak gue nasip nya macamana,2025-03-22 14:23:48+00:00,negatif
abah abah terima aja kekalahn mu,2025-03-22 14:19:48+00:00,netral
masa smp ku ko harus gini sih 😞,2025-03-22 14:02:21+00:00,positif
"2025 #kaburajadulu
2026 #haruskabur
2027 #indonesialenyap",2025-03-22 13:59:25+00:00,negatif
serah kalian mau ngapain di negara ini gwe mau nabung biar bisa pindah negara🗿,2025-03-22 13:53:49+00:00,negatif
sila ke lima....,2025-03-22 13:41:10+00:00,negatif
jemput gua pengen demo,2025-03-22 13:32:26+00:00,netral
"list yg mau pindah negara
- gw",2025-03-22 13:25:24+00:00,negatif
"SIAPA YANG MAU IKUT DEMO PAKE LAGU BOOMBAYAH, BANG BANG BANG, PASS THE MIC, PARADOXX, LIKE JENNIE, KILL THIS LOVE, CHK CHK BOOM????",2025-03-22 13:02:25+00:00,negatif
join tren #kaburajadulu 😭,2025-03-22 12:53:04+00:00,negatif
mending era Jokowi,2025-03-22 11:08:54+00:00,netral
udah kaya Korea Utara aj🗿,2025-03-22 09:59:44+00:00,netral
gini amat masa remaja gww,2025-03-22 09:38:02+00:00,positif
"JEPANG ANGKUT AKUUUU
AKU BISA BAHASA JEPANG
SASUKE, NARUTO, RASENGANNNN",2025-03-22 09:02:06+00:00,negatif
gini amat masa remaja gw,2025-03-22 08:51:00+00:00,positif
tau gitu kemaren ikut indonesia go to mekah,2025-03-22 08:34:07+00:00,negatif
lah hubungan nya sama kpop apaa sii? kok kpopers pada sedih?,2025-03-22 08:21:38+00:00,negatif
udhlah ngadu aja ke Allah pasti langsung g jadi,2025-03-22 08:10:24+00:00,negatif
rupa rupanya koruptor bersatu 😡,2025-03-22 08:08:46+00:00,negatif
KOREA AYO ANGKUT GW PLISS 😭,2025-03-22 07:59:55+00:00,netral
"NEGARA JUGA MILIK RAKYAT
BUKAN HANYA MILIK PEJABAT
#TOLAKRUUTNI",2025-03-22 07:39:31+00:00,negatif
indo udh kayak ep ep,2025-03-22 07:33:35+00:00,positif
gen beta pas udah sekolah pada bawa SG 2 jir,2025-03-22 07:26:52+00:00,negatif
Indonesia malu ih,2025-03-22 07:03:34+00:00,negatif
berarti kita ga bebas ngekritik pejabat ato presiden gitu ya?,2025-03-22 06:59:10+00:00,negatif
GAISS MALAM LAILATUL QADAR KITA ADUIN KE ALLAH BARENG² YAA😔😔😔,2025-03-22 06:33:06+00:00,positif
pantesan susanti pindah ke malaysia🗿,2025-03-22 06:13:11+00:00,negatif
ayo kita dukung orde Baru,2025-03-22 05:58:04+00:00,netral
"@^᪲᪲᪲:PADAHAL ANGKATAN PERANG TIDAK BOLEH IKUT-IKUT POLITIK
-soekarno",2025-03-22 05:49:15+00:00,negatif
𝕥𝕒𝕞𝕓𝕒𝕙 𝕙𝕒𝕟𝕔𝕦𝕣 𝕟𝕚 𝕟𝕖𝕘𝕒𝕣𝕒🥺,2025-03-22 05:36:26+00:00,positif
#TolakRUUTNI,2025-03-22 05:32:33+00:00,negatif
"kita keresuhan aja Ama pejabat""",2025-03-22 05:28:50+00:00,negatif
katanya K-Pop jga disangkutin ya?,2025-03-22 05:28:00+00:00,negatif
ngebayangin sekolah pake rompi anti peluru 🥰,2025-03-22 05:27:12+00:00,negatif
"list yang mauu pindah negaraa amaa bapak ibuuu
1.akuuuu",2025-03-22 05:25:37+00:00,negatif
gini amat masa kecil gw,2025-03-22 05:10:05+00:00,netral
"ko begini ya, Ya Allah",2025-03-22 04:29:18+00:00,positif
ini yg ngusulin siapa sih? beneran Prabowo?,2025-03-22 04:28:57+00:00,negatif
indonesia gelap,2025-03-22 04:03:43+00:00,negatif
#TOLAK RUU TNI‼️‼️‼️‼️‼️,2025-03-22 03:56:00+00:00,negatif
lama2 paham kenapa Papua minta pisah,2025-03-22 02:30:10+00:00,negatif
"Emang dinegara ini cmn mereka, negara ini juga punya kita jadi ngapain takut, lawan demi kebenaran",2025-03-22 02:16:14+00:00,negatif
mending hidup menurut hukum adat.,2025-03-22 01:55:14+00:00,positif
negara betol royal💀💀💀,2025-03-22 01:33:11+00:00,positif
ini negara apasih,2025-03-22 01:27:41+00:00,positif
takut nya kaya di suriah🥺,2025-03-22 01:09:56+00:00,negatif
ga kebayang skola bawa medkit,2025-03-22 00:45:05+00:00,netral
inii negara apaan?,2025-03-22 00:29:06+00:00,negatif
cita cita gue… 😞,2025-03-22 00:20:32+00:00,netral
"17 Agustus kapan sih, mau makan kerupuk aja😭😭😭",2025-03-22 00:09:01+00:00,negatif
"gua lebih percaya TNI ,apapun kebijakan pak prabowo saya setuju 😁 ,dari dlu TNI udah di percaya masyarakat",2025-03-21 23:56:04+00:00,negatif
ginii amat masa remaja gua...😓,2025-03-21 23:44:21+00:00,positif
"negara terkocak, Indonesia😹😹",2025-03-21 23:41:04+00:00,negatif
negara ini nge copy epep kah?,2025-03-21 23:00:59+00:00,negatif
"pls negara apapun, tolong pungutan gw",2025-03-21 23:00:46+00:00,positif
katanya konser konser ga dibolehin dan gaakan ada,2025-03-21 22:54:55+00:00,netral
intinya rakyat harus demo besar besaran,2025-03-21 22:46:58+00:00,negatif
NEGARA MACAM APA INI ANJJJJJJ,2025-03-21 22:30:12+00:00,positif
#indonesiagelap,2025-03-21 22:29:51+00:00,positif
bukan kah ini negara demokrasi,2025-03-21 22:11:39+00:00,negatif
pa prabowo kemana dah?,2025-03-21 22:01:48+00:00,netral
LAMA LAMA GUA PINDAH KE KOREA,2025-03-21 21:53:22+00:00,negatif
takuttt.,2025-03-21 21:48:42+00:00,negatif
masa muda engga tenang jir🗿,2025-03-21 21:48:01+00:00,netral
ttp g paham,2025-03-21 21:45:20+00:00,netral
gen z diberi cobaan,2025-03-21 21:40:58+00:00,negatif
ga kebayang sklh bawa sg panjang sm parafal🤭,2025-03-21 21:39:07+00:00,netral
katanya negara demokrasi... kok gini🙄,2025-03-21 21:18:22+00:00,negatif
yaallah nanti klo malam Lailatul Qadar tolong kabulkan doa hamba yaallah...😞,2025-03-21 21:14:15+00:00,negatif
rasanya pen pindah negara sumpah 😭😭,2025-03-21 20:42:22+00:00,negatif
#TOLAKRUUTNIGARISKERAS,2025-03-21 16:24:12+00:00,negatif
siapin bahasa mari pindah negara ☺️,2025-03-21 15:42:28+00:00,negatif
dibilang #kaburajadulu,2025-03-21 15:34:03+00:00,negatif
gen z jadi bahan percobaan mulu dah😊,2025-03-21 15:32:23+00:00,netral
jadi kerajaan,2025-03-21 14:41:39+00:00,positif
"ga lama lagi, indonesia mirip mexico, sama seperti berurusan dengan kasus narkoba, ikut'an besoknya ilang 😹",2025-03-21 14:26:58+00:00,negatif
malay claim aku pliss😞,2025-03-21 13:37:20+00:00,negatif
lama lama kaya korea utara,2025-03-21 13:36:20+00:00,netral
bener bener Indonesia gelap,2025-03-21 13:34:15+00:00,negatif
wah makin kacau ni negara🗿🗿,2025-03-21 13:33:31+00:00,negatif
@•``only lala``•>< @Andy🍒🎧🎸 @zaa,2025-03-21 12:55:48+00:00,negatif
pusing mikirin negara ini:(🔥,2025-03-21 12:48:24+00:00,negatif
iriii akyu Ama kakak we yg mau pindah kerja di jepang 😭,2025-03-21 12:36:01+00:00,negatif
Indonesia adalah taman bunga yang indah namun banyak duri bertebaran,2025-03-21 12:14:49+00:00,netral
"•lulusan covid
•kurikulum percobaan
•un percobaan
•pertamax = pertalite
•orde baru
gini amat masa pertumbuhan gw",2025-03-21 12:09:02+00:00,positif
"yah selamat, ini pemerintahan pilihan kalian 🗿🗿🗿",2025-03-21 11:57:57+00:00,positif
apakah ini adalah hilangnya sila ke 4? 🥺,2025-03-21 11:55:18+00:00,negatif
AMAN BANG SEBENTAR AJA ITU. NANTI AKU RUMBLING KOK DUNIA INI,2025-03-21 11:40:40+00:00,negatif
@✿Mochiiツ✲ @Rinn→,2025-03-21 10:55:23+00:00,negatif
lama² jadi Korut nih negara🗿,2025-03-21 10:39:20+00:00,negatif
@Nooooo @ꦑꦂꦠꦶꦏꦯꦫꦶ,2025-03-21 10:18:59+00:00,negatif
apa saatnya gen z ikut trend #KaburAjaDulu? 😭,2025-03-21 09:41:08+00:00,negatif
yg ngesahin DPR bukan sih ini?,2025-03-21 09:27:56+00:00,negatif
pak prabowo kemana 😔?,2025-03-21 08:54:58+00:00,negatif
@dustypink @Oyen @Alfa @lesyeuxica @Jie @——,2025-03-21 08:20:26+00:00,positif
berapa tahun lagi sih prabowo,2025-03-21 07:52:04+00:00,netral
"apa apaan anj,baru juga besok lulus mau ngerasain dunia kerja eh ko malah kaya gini😭",2025-03-21 07:39:55+00:00,negatif
Dpr yang paling bener emang cuma dpr ian😭😭,2025-03-21 06:39:06+00:00,positif
"lebih giat kerja yok,biar cepet cepet pindah negara",2025-03-21 06:37:54+00:00,negatif
Dukung RUU TNI 🤎,2025-03-21 05:28:05+00:00,positif
